name,monthly_income,monthly_card_spending,current_card,card_benefit_usage_rate,residence,age_group,occupation,age,gender,expense_ratio_food,expense_ratio_transport,expense_ratio_shopping,expense_ratio_subscription,expense_ratio_others
3747,1809090,2175000,이마트 KB카드,76.0,인천 남동구,20,프리랜서,23,남,40.0,21.0,4.0,30.0,5.0
3748,2204392,1009000,네이버페이 현대,49.0,서울 관악구,30,기획,30,여,4.0,23.0,25.0,22.0,26.0
3749,3024004,1916000,토스카드,40.0,서울 용산구,20,생산직,25,여,13.0,29.0,26.0,22.0,10.0
3750,1935778,1805000,하나 Simple카드,70.0,광주 서구,20,프리랜서,25,남,4.0,21.0,1.0,7.0,67.0
3751,2300711,1270000,삼성 taptap카드,70.0,대구 수성구,20,영업,21,남,43.0,35.0,1.0,1.0,20.0
3752,1873146,1590000,이마트 KB카드,62.0,서울 강남구,20,디자이너,22,남,5.0,6.0,51.0,29.0,9.0
3753,2671387,852000,토스카드,85.0,서울 송파구,20,연구원,20,여,47.0,26.0,5.0,1.0,21.0
3754,1980636,1549000,삼성 taptap카드,42.0,서울 용산구,20,연구원,27,남,18.0,8.0,39.0,2.0,33.0
3755,2931684,1010000,네이버페이 현대,63.0,서울 노원구,30,프리랜서,32,남,53.0,9.0,9.0,1.0,28.0
3756,1408308,1113000,KB 혜담카드,44.0,대구 수성구,20,영업,28,남,8.0,24.0,55.0,9.0,4.0
3757,1443315,969000,IBK 두드림카드,51.0,서울 성동구,20,간호사,27,여,30.0,14.0,7.0,48.0,1.0
3758,2503836,706000,롯데 DC카드,53.0,경기 고양시,30,회계,35,여,12.0,19.0,13.0,45.0,11.0
3759,1587421,1926000,신한 Deep카드,80.0,서울 성동구,20,컨설턴트,22,남,6.0,23.0,23.0,34.0,14.0
3760,3552543,1497000,삼성 taptap카드,59.0,인천 남동구,30,간호사,33,여,19.0,5.0,6.0,40.0,30.0
3761,1469238,1226000,네이버페이 현대,53.0,광주 서구,30,개발자,33,여,2.0,53.0,15.0,9.0,21.0
3762,1849912,1389000,IBK 두드림카드,54.0,세종,20,간호사,27,여,1.0,30.0,5.0,57.0,7.0
3763,2258350,699000,삼성 taptap카드,81.0,부산 해운대구,20,개발자,26,여,27.0,13.0,5.0,43.0,12.0
3764,2067433,1207000,KB 혜담카드,60.0,서울 노원구,20,데이터분석가,24,여,9.0,49.0,10.0,8.0,24.0
3765,1947927,1465000,이마트 KB카드,60.0,서울 관악구,30,연구원,39,여,41.0,11.0,34.0,12.0,2.0
3766,1771036,724000,신한 Deep카드,77.0,경기 성남시,20,연구원,27,여,8.0,4.0,32.0,21.0,35.0
3767,1754672,1247000,KB 혜담카드,79.0,서울 성동구,20,공무원,25,남,36.0,0.0,14.0,25.0,25.0
3768,2799294,528000,카카오뱅크 체크,81.0,인천 남동구,30,프리랜서,32,남,20.0,33.0,15.0,30.0,2.0
3769,4366350,1419000,토스카드,85.0,서울 노원구,30,회계,30,남,37.0,25.0,1.0,36.0,1.0
3770,2288968,1564000,이마트 KB카드,64.0,대전 유성구,20,디자이너,28,여,7.0,52.0,16.0,19.0,6.0
3771,2841450,1789000,하나 Simple카드,40.0,울산 남구,20,마케팅,28,여,9.0,21.0,33.0,19.0,18.0
3772,2503488,608000,씨티 Premier카드,72.0,울산 남구,20,영업,25,남,70.0,3.0,1.0,8.0,18.0
3773,2806931,905000,네이버페이 현대,73.0,서울 노원구,20,컨설턴트,29,여,37.0,3.0,17.0,1.0,42.0
3774,1000000,997000,씨티 Premier카드,64.0,서울 관악구,20,컨설턴트,26,남,43.0,8.0,31.0,1.0,17.0
3775,2786879,1160000,신한 Deep카드,85.0,광주 서구,30,프리랜서,34,남,9.0,13.0,16.0,40.0,22.0
3776,2903567,952000,신한 Deep카드,61.0,서울 관악구,20,생산직,23,여,21.0,17.0,10.0,39.0,13.0
3777,1964132,1252000,네이버페이 현대,51.0,서울 서초구,20,데이터분석가,20,남,17.0,29.0,22.0,17.0,15.0
3778,3131236,1396000,우리 Young카드,72.0,서울 송파구,20,서비스직,28,남,25.0,36.0,3.0,17.0,19.0
3779,3241945,1875000,토스카드,43.0,경기 성남시,30,대학생,38,여,1.0,2.0,88.0,2.0,7.0
3780,2015434,1801000,카카오뱅크 체크,79.0,서울 강남구,20,영업,24,여,12.0,57.0,15.0,7.0,9.0
3781,1998418,1224000,토스카드,57.0,대전 유성구,20,간호사,27,남,11.0,4.0,58.0,19.0,8.0
3782,1993197,1290000,IBK 두드림카드,45.0,경기 성남시,30,영업,31,여,22.0,24.0,33.0,20.0,1.0
3783,2185202,1095000,이마트 KB카드,49.0,세종,30,대학생,33,여,48.0,6.0,26.0,6.0,14.0
3784,2137187,1542000,씨티 Premier카드,40.0,경기 수원시,30,개발자,30,남,5.0,36.0,30.0,20.0,9.0
3785,2464405,1193000,하나 Simple카드,59.0,경기 성남시,20,영업,28,남,2.0,32.0,42.0,23.0,1.0
3786,1521976,1880000,카카오뱅크 체크,70.0,서울 노원구,20,연구원,21,여,36.0,37.0,9.0,4.0,14.0
3787,3422613,544000,현대 ZERO카드,72.0,서울 노원구,30,마케팅,38,남,32.0,10.0,49.0,3.0,6.0
3788,2564039,652000,IBK 두드림카드,74.0,서울 강동구,20,디자이너,22,여,14.0,21.0,14.0,34.0,17.0
3789,1669397,1807000,SSG 랜더스카드,54.0,경기 수원시,30,생산직,37,여,40.0,31.0,1.0,7.0,21.0
3790,3024909,2071000,카카오뱅크 체크,41.0,경기 고양시,20,회계,26,여,62.0,8.0,3.0,6.0,21.0
3791,3359526,1902000,이마트 KB카드,56.0,서울 강남구,30,데이터분석가,31,남,10.0,49.0,7.0,8.0,26.0
3792,2624849,1514000,하나 Simple카드,57.0,대전 유성구,20,영업,28,여,6.0,37.0,9.0,8.0,40.0
3793,1870667,1979000,NH 농협카드,70.0,광주 서구,20,컨설턴트,27,남,13.0,6.0,10.0,38.0,33.0
3794,3435665,628000,카카오뱅크 체크,56.0,서울 송파구,30,공무원,30,남,7.0,11.0,47.0,34.0,1.0
3795,2813196,732000,네이버페이 현대,71.0,서울 관악구,20,생산직,26,남,6.0,19.0,16.0,43.0,16.0
3796,2200695,1341000,롯데 DC카드,71.0,대전 유성구,20,개발자,28,남,13.0,6.0,0.0,13.0,68.0
3797,3250961,1768000,롯데 DC카드,77.0,인천 남동구,20,간호사,27,여,27.0,25.0,28.0,4.0,16.0
3798,2272032,988000,이마트 KB카드,65.0,서울 노원구,20,회계,29,남,19.0,17.0,0.0,44.0,20.0
3799,2820392,1277000,삼성 taptap카드,57.0,부산 해운대구,20,회계,28,남,40.0,2.0,16.0,2.0,40.0
3800,2396504,666000,카카오뱅크 체크,59.0,부산 해운대구,20,대학생,26,여,9.0,40.0,10.0,9.0,32.0
3801,3409865,1386000,KB 혜담카드,67.0,서울 서초구,30,마케팅,36,남,27.0,13.0,16.0,9.0,35.0
3802,1414333,694000,씨티 Premier카드,84.0,서울 성동구,20,영업,29,여,9.0,6.0,34.0,17.0,34.0
3803,2435526,1569000,신한 Deep카드,60.0,경기 고양시,20,마케팅,27,남,44.0,5.0,25.0,23.0,3.0
3804,1882512,2118000,씨티 Premier카드,75.0,경기 고양시,20,공무원,29,여,11.0,5.0,45.0,26.0,13.0
3805,1826800,1971000,IBK 두드림카드,45.0,광주 서구,20,컨설턴트,27,여,13.0,8.0,68.0,6.0,5.0
3806,4220872,1406000,네이버페이 현대,59.0,서울 성동구,30,연구원,33,남,17.0,26.0,27.0,20.0,10.0
3807,2850360,881000,KB 혜담카드,42.0,서울 용산구,30,디자이너,34,남,9.0,2.0,24.0,7.0,58.0
3808,1748349,1589000,네이버페이 현대,83.0,부산 해운대구,20,대학생,21,남,1.0,33.0,39.0,16.0,11.0
3809,2320434,923000,하나 Simple카드,70.0,서울 노원구,30,회계,30,여,2.0,8.0,3.0,64.0,23.0
3810,2089684,504000,KB 혜담카드,69.0,서울 마포구,30,생산직,31,남,9.0,21.0,18.0,51.0,1.0
3811,4003719,1119000,네이버페이 현대,72.0,서울 강남구,30,회계,30,남,24.0,6.0,22.0,28.0,20.0
3812,1902159,1572000,IBK 두드림카드,56.0,서울 강동구,20,서비스직,28,남,13.0,5.0,30.0,11.0,41.0
3813,3370509,690000,이마트 KB카드,46.0,울산 남구,30,연구원,34,남,15.0,26.0,13.0,30.0,16.0
3814,2928053,965000,NH 농협카드,78.0,광주 서구,20,영업,29,남,40.0,14.0,27.0,5.0,14.0
3815,1999923,1734000,KB 혜담카드,79.0,경기 수원시,20,회계,25,여,20.0,3.0,30.0,40.0,7.0
3816,3372415,697000,토스카드,74.0,서울 동작구,30,간호사,33,남,25.0,11.0,62.0,1.0,1.0
3817,1734956,1064000,이마트 KB카드,84.0,경기 성남시,20,영업,27,남,4.0,1.0,5.0,72.0,18.0
3818,3472884,1335000,토스카드,64.0,경기 수원시,20,데이터분석가,29,여,1.0,29.0,64.0,3.0,3.0
3819,2718190,2772000,신한 Deep카드,47.0,경기 고양시,20,마케팅,22,여,8.0,49.0,2.0,28.0,13.0
3820,2865175,840000,KB 혜담카드,71.0,서울 강남구,30,데이터분석가,30,남,23.0,21.0,20.0,31.0,5.0
3821,1863583,1371000,IBK 두드림카드,74.0,경기 수원시,20,데이터분석가,24,남,22.0,35.0,0.0,42.0,1.0
3822,2920202,1517000,KB 혜담카드,68.0,서울 송파구,30,영업,35,남,11.0,13.0,12.0,47.0,17.0
3823,2080008,900000,토스카드,75.0,광주 서구,20,마케팅,20,여,20.0,28.0,12.0,15.0,25.0
3824,3226472,1190000,IBK 두드림카드,40.0,부산 해운대구,20,영업,25,남,1.0,30.0,8.0,0.0,61.0
3825,1637232,1449000,SSG 랜더스카드,59.0,세종,20,공무원,27,여,28.0,6.0,17.0,23.0,26.0
3826,2567400,1680000,토스카드,46.0,서울 성동구,30,프리랜서,32,여,1.0,30.0,10.0,11.0,48.0
3827,2240830,1177000,하나 Simple카드,59.0,서울 용산구,20,영업,25,여,35.0,5.0,23.0,8.0,29.0
3828,2191294,965000,롯데 DC카드,61.0,인천 남동구,20,데이터분석가,24,남,9.0,28.0,27.0,23.0,13.0
3829,2923968,1493000,KB 혜담카드,45.0,경기 고양시,30,생산직,30,남,32.0,4.0,25.0,22.0,17.0
3830,2191964,1989000,롯데 DC카드,72.0,서울 동작구,20,개발자,27,남,34.0,22.0,7.0,23.0,14.0
3831,3611146,1321000,토스카드,66.0,서울 강동구,30,공무원,36,남,24.0,39.0,12.0,13.0,12.0
3832,2554492,827000,카카오뱅크 체크,82.0,서울 용산구,20,마케팅,20,여,46.0,16.0,2.0,4.0,32.0
3833,2459455,688000,SSG 랜더스카드,83.0,세종,20,회계,27,여,9.0,19.0,27.0,0.0,45.0
3834,1000000,1553000,이마트 KB카드,70.0,대구 수성구,30,간호사,34,여,14.0,6.0,34.0,23.0,23.0
3835,2399897,715000,SSG 랜더스카드,74.0,서울 강남구,20,영업,23,여,12.0,5.0,25.0,2.0,56.0
3836,1841052,1824000,신한 Deep카드,67.0,부산 해운대구,30,생산직,32,남,6.0,47.0,8.0,26.0,13.0
3837,3452424,1177000,우리 Young카드,52.0,울산 남구,30,영업,32,남,30.0,23.0,12.0,18.0,17.0
3838,2987248,1360000,토스카드,67.0,서울 강남구,20,서비스직,26,남,26.0,5.0,18.0,12.0,39.0
3839,2036880,1954000,NH 농협카드,51.0,경기 성남시,30,디자이너,30,여,45.0,28.0,4.0,7.0,16.0
3840,2369109,916000,씨티 Premier카드,68.0,부산 해운대구,30,개발자,34,여,7.0,8.0,5.0,78.0,2.0
3841,1950322,1010000,롯데 DC카드,76.0,대전 유성구,20,서비스직,26,여,3.0,65.0,16.0,9.0,7.0
3842,3864802,1609000,KB 혜담카드,42.0,서울 강동구,30,디자이너,33,남,6.0,34.0,10.0,40.0,10.0
3843,2297513,1234000,SSG 랜더스카드,54.0,경기 수원시,20,간호사,20,남,29.0,8.0,11.0,47.0,5.0
3844,3114164,1345000,롯데 DC카드,84.0,서울 노원구,20,생산직,29,여,30.0,22.0,31.0,2.0,15.0
3845,2456877,881000,토스카드,70.0,대전 유성구,20,생산직,28,남,0.0,14.0,5.0,51.0,30.0
3846,2621225,1425000,삼성 taptap카드,84.0,대구 수성구,30,공무원,35,여,42.0,19.0,2.0,13.0,24.0
3847,2534103,1250000,하나 Simple카드,50.0,인천 남동구,30,마케팅,32,여,23.0,10.0,23.0,40.0,4.0
3848,2908996,1494000,토스카드,58.0,서울 서초구,30,연구원,30,여,1.0,36.0,4.0,35.0,24.0
3849,1783619,2242000,KB 혜담카드,41.0,대전 유성구,30,데이터분석가,37,남,79.0,12.0,5.0,3.0,1.0
3850,2292671,1225000,신한 Deep카드,66.0,서울 동작구,20,간호사,28,남,14.0,9.0,27.0,23.0,27.0
3851,2950967,1129000,신한 Deep카드,70.0,대구 수성구,30,기획,31,남,39.0,16.0,17.0,8.0,20.0
3852,3507793,986000,이마트 KB카드,53.0,서울 용산구,30,컨설턴트,38,남,30.0,55.0,3.0,11.0,1.0
3853,2156149,1486000,현대 ZERO카드,65.0,광주 서구,20,디자이너,27,남,3.0,75.0,7.0,14.0,1.0
3854,1980632,1658000,신한 Deep카드,77.0,인천 남동구,30,마케팅,32,여,24.0,2.0,1.0,4.0,69.0
3855,2253675,782000,IBK 두드림카드,66.0,서울 동작구,20,데이터분석가,29,여,0.0,39.0,11.0,30.0,20.0
3856,2242011,1143000,IBK 두드림카드,84.0,세종,30,생산직,30,남,4.0,85.0,0.0,3.0,8.0
3857,1287368,1787000,이마트 KB카드,77.0,서울 성동구,20,데이터분석가,24,남,6.0,4.0,23.0,12.0,55.0
3858,3508985,846000,씨티 Premier카드,53.0,서울 노원구,30,개발자,35,남,9.0,41.0,26.0,2.0,22.0
3859,2539530,1391000,토스카드,44.0,서울 노원구,20,연구원,27,남,34.0,26.0,19.0,14.0,7.0
3860,2483545,888000,씨티 Premier카드,81.0,경기 고양시,20,회계,25,여,10.0,6.0,23.0,20.0,41.0
3861,3912049,606000,IBK 두드림카드,55.0,대구 수성구,30,프리랜서,34,남,1.0,11.0,7.0,46.0,35.0
3862,1917484,1371000,삼성 taptap카드,53.0,광주 서구,20,생산직,28,남,16.0,2.0,55.0,17.0,10.0
3863,1534442,833000,이마트 KB카드,83.0,서울 강동구,20,대학생,24,남,27.0,12.0,10.0,24.0,27.0
3864,2464985,901000,신한 Deep카드,79.0,광주 서구,30,마케팅,31,여,3.0,11.0,3.0,63.0,20.0
3865,2326249,1125000,현대 ZERO카드,61.0,대구 수성구,30,디자이너,38,여,2.0,2.0,3.0,18.0,75.0
3866,1828852,1114000,SSG 랜더스카드,81.0,서울 관악구,20,대학생,26,남,56.0,2.0,7.0,15.0,20.0
3867,2210075,1688000,삼성 taptap카드,45.0,대전 유성구,20,서비스직,20,여,41.0,3.0,21.0,5.0,30.0
3868,1944197,2426000,IBK 두드림카드,56.0,경기 고양시,20,디자이너,29,여,17.0,5.0,3.0,70.0,5.0
3869,1331997,1587000,토스카드,54.0,울산 남구,20,디자이너,28,여,17.0,22.0,30.0,21.0,10.0
3870,2029411,851000,이마트 KB카드,49.0,세종,20,프리랜서,26,남,14.0,15.0,29.0,34.0,8.0
3871,1681812,1106000,현대 ZERO카드,54.0,서울 관악구,20,생산직,29,여,2.0,8.0,13.0,70.0,7.0
3872,2365824,834000,토스카드,54.0,대전 유성구,20,기획,28,여,13.0,27.0,20.0,30.0,10.0
3873,2171982,918000,KB 혜담카드,82.0,경기 수원시,30,공무원,30,여,27.0,11.0,10.0,47.0,5.0
3874,2805815,1358000,하나 Simple카드,42.0,서울 마포구,20,마케팅,26,여,14.0,32.0,40.0,13.0,1.0
3875,3051933,872000,NH 농협카드,71.0,경기 수원시,20,마케팅,27,여,12.0,37.0,2.0,46.0,3.0
3876,3475566,1303000,SSG 랜더스카드,71.0,서울 성동구,30,간호사,31,남,4.0,38.0,45.0,13.0,0.0
3877,1474486,937000,현대 ZERO카드,81.0,경기 성남시,20,회계,26,여,1.0,26.0,16.0,31.0,26.0
3878,3252597,1208000,NH 농협카드,68.0,경기 수원시,30,컨설턴트,36,여,13.0,14.0,46.0,3.0,24.0
3879,3287860,1172000,토스카드,68.0,서울 마포구,30,영업,39,여,49.0,5.0,12.0,13.0,21.0
3880,3013153,948000,롯데 DC카드,50.0,대구 수성구,30,디자이너,34,남,16.0,11.0,25.0,25.0,23.0
3881,2911463,1239000,NH 농협카드,43.0,부산 해운대구,20,디자이너,20,여,50.0,29.0,0.0,18.0,3.0
3882,1974162,1714000,우리 Young카드,40.0,부산 해운대구,20,대학생,25,여,26.0,32.0,4.0,19.0,19.0
3883,1693627,1290000,네이버페이 현대,68.0,서울 용산구,30,연구원,39,남,15.0,2.0,27.0,17.0,39.0
3884,1869857,1003000,이마트 KB카드,72.0,서울 용산구,20,영업,29,여,4.0,47.0,3.0,15.0,31.0
3885,3364650,1869000,SSG 랜더스카드,53.0,경기 성남시,30,연구원,31,여,13.0,16.0,3.0,4.0,64.0
3886,1754460,1675000,토스카드,70.0,서울 강동구,30,개발자,30,여,6.0,37.0,17.0,6.0,34.0
3887,2249760,728000,롯데 DC카드,46.0,서울 노원구,20,데이터분석가,24,남,12.0,11.0,5.0,34.0,38.0
3888,3023900,1369000,카카오뱅크 체크,62.0,인천 남동구,30,디자이너,31,남,2.0,5.0,49.0,38.0,6.0
3889,1993512,845000,삼성 taptap카드,67.0,서울 동작구,20,기획,27,여,17.0,27.0,17.0,9.0,30.0
3890,2689534,633000,신한 Deep카드,56.0,인천 남동구,30,영업,34,남,47.0,25.0,8.0,16.0,4.0
3891,2286124,965000,NH 농협카드,78.0,광주 서구,20,영업,29,여,40.0,14.0,27.0,5.0,14.0
3892,2606486,1882000,토스카드,46.0,서울 서초구,30,컨설턴트,30,남,4.0,25.0,45.0,13.0,13.0
3893,1788970,1009000,우리 Young카드,60.0,서울 마포구,30,디자이너,30,여,7.0,62.0,11.0,0.0,20.0
3894,2357515,1369000,이마트 KB카드,48.0,대전 유성구,20,서비스직,29,남,20.0,10.0,24.0,14.0,32.0
3895,2786683,1788000,현대 ZERO카드,63.0,대전 유성구,20,데이터분석가,29,여,18.0,46.0,4.0,4.0,28.0
3896,3608700,1073000,SSG 랜더스카드,65.0,서울 용산구,30,데이터분석가,33,남,29.0,12.0,20.0,29.0,10.0
3897,1845132,1339000,삼성 taptap카드,65.0,서울 동작구,20,대학생,25,남,1.0,14.0,42.0,22.0,21.0
3898,1624386,1703000,KB 혜담카드,55.0,서울 동작구,20,프리랜서,20,남,6.0,60.0,4.0,17.0,13.0
3899,2107906,1345000,하나 Simple카드,68.0,경기 성남시,20,생산직,29,남,21.0,49.0,8.0,19.0,3.0
3900,3033895,1335000,토스카드,64.0,경기 수원시,20,데이터분석가,29,여,1.0,29.0,64.0,3.0,3.0
3901,2572799,1058000,NH 농협카드,85.0,울산 남구,20,마케팅,20,여,0.0,26.0,20.0,4.0,50.0
3902,2601982,1046000,IBK 두드림카드,43.0,서울 동작구,20,디자이너,27,남,12.0,11.0,0.0,33.0,44.0
3903,2694928,1559000,SSG 랜더스카드,53.0,경기 고양시,20,연구원,29,여,11.0,5.0,30.0,1.0,53.0
3904,2460383,1175000,롯데 DC카드,71.0,서울 용산구,20,기획,29,남,48.0,4.0,31.0,10.0,7.0
3905,2560304,2058000,롯데 DC카드,43.0,서울 서초구,30,간호사,35,여,26.0,32.0,24.0,5.0,13.0
3906,2831153,664000,IBK 두드림카드,67.0,부산 해운대구,30,개발자,30,여,2.0,2.0,23.0,69.0,4.0
3907,2226916,1909000,씨티 Premier카드,60.0,부산 해운대구,30,프리랜서,31,여,8.0,29.0,5.0,57.0,1.0
3908,2009875,1574000,네이버페이 현대,49.0,서울 강동구,30,기획,31,남,1.0,17.0,3.0,42.0,37.0
3909,2861498,1637000,네이버페이 현대,67.0,세종,30,연구원,37,여,27.0,37.0,14.0,21.0,1.0
3910,2868869,1367000,NH 농협카드,49.0,서울 동작구,20,영업,25,남,10.0,25.0,29.0,10.0,26.0
3911,1690884,971000,롯데 DC카드,63.0,경기 수원시,20,간호사,26,여,8.0,2.0,18.0,11.0,61.0
3912,3575345,1656000,신한 Deep카드,44.0,경기 수원시,30,프리랜서,31,남,26.0,35.0,1.0,1.0,37.0
3913,3090382,702000,우리 Young카드,44.0,서울 강동구,20,대학생,28,여,1.0,40.0,1.0,47.0,11.0
3914,2248876,1119000,우리 Young카드,54.0,경기 성남시,20,컨설턴트,21,여,3.0,37.0,13.0,11.0,36.0
3915,2090998,1165000,KB 혜담카드,61.0,경기 고양시,30,마케팅,31,여,5.0,0.0,39.0,56.0,0.0
3916,3086113,1059000,하나 Simple카드,42.0,서울 용산구,30,서비스직,34,남,4.0,19.0,38.0,26.0,13.0
3917,2224733,1079000,KB 혜담카드,48.0,세종,30,기획,31,여,12.0,14.0,57.0,12.0,5.0
3918,1941634,1245000,SSG 랜더스카드,61.0,부산 해운대구,20,프리랜서,23,남,50.0,22.0,7.0,7.0,14.0
3919,2716592,1150000,우리 Young카드,62.0,서울 관악구,30,생산직,31,여,7.0,5.0,40.0,41.0,7.0
3920,1877389,1706000,카카오뱅크 체크,78.0,서울 강동구,30,연구원,39,남,53.0,8.0,3.0,29.0,7.0
3921,1989249,690000,우리 Young카드,53.0,경기 성남시,30,영업,32,남,1.0,2.0,41.0,42.0,14.0
3922,2509645,1706000,토스카드,76.0,서울 관악구,30,디자이너,31,여,39.0,33.0,8.0,8.0,12.0
3923,2984384,1078000,우리 Young카드,68.0,서울 용산구,30,연구원,37,남,22.0,11.0,63.0,3.0,1.0
3924,3240488,796000,롯데 DC카드,52.0,부산 해운대구,30,간호사,32,남,15.0,11.0,35.0,28.0,11.0
3925,4312657,1236000,카카오뱅크 체크,57.0,부산 해운대구,30,간호사,36,남,13.0,52.0,11.0,12.0,12.0
3926,3073159,1028000,삼성 taptap카드,79.0,부산 해운대구,30,컨설턴트,35,남,14.0,24.0,29.0,9.0,24.0
3927,2549086,937000,NH 농협카드,67.0,광주 서구,20,공무원,26,여,63.0,3.0,10.0,13.0,11.0
3928,2012233,1377000,씨티 Premier카드,57.0,인천 남동구,30,대학생,32,여,17.0,21.0,26.0,32.0,4.0
3929,2633968,1123000,토스카드,49.0,대구 수성구,20,컨설턴트,26,남,6.0,23.0,17.0,5.0,49.0
3930,2631526,1587000,롯데 DC카드,43.0,서울 마포구,30,데이터분석가,35,남,27.0,29.0,6.0,23.0,15.0
3931,3049994,1873000,우리 Young카드,63.0,인천 남동구,30,대학생,37,남,29.0,4.0,26.0,41.0,0.0
3932,2195575,1068000,롯데 DC카드,76.0,서울 서초구,20,서비스직,27,남,53.0,21.0,3.0,3.0,20.0
3933,2766487,1172000,토스카드,44.0,서울 서초구,20,기획,20,여,8.0,32.0,17.0,43.0,0.0
3934,1845011,944000,이마트 KB카드,77.0,세종,30,간호사,39,여,23.0,1.0,16.0,44.0,16.0
3935,1108380,1506000,씨티 Premier카드,76.0,서울 강남구,20,마케팅,20,남,3.0,84.0,6.0,2.0,5.0
3936,2850597,1251000,하나 Simple카드,59.0,서울 노원구,30,기획,30,남,2.0,34.0,47.0,10.0,7.0
3937,2484265,918000,하나 Simple카드,51.0,인천 남동구,20,서비스직,26,남,69.0,1.0,12.0,7.0,11.0
3938,2326134,1915000,토스카드,67.0,서울 송파구,20,간호사,28,여,2.0,52.0,3.0,10.0,33.0
3939,3116102,853000,카카오뱅크 체크,60.0,세종,30,데이터분석가,32,여,11.0,5.0,19.0,15.0,50.0
3940,2468686,749000,IBK 두드림카드,57.0,서울 강동구,20,서비스직,27,남,1.0,4.0,18.0,35.0,42.0
3941,2605306,1226000,네이버페이 현대,53.0,광주 서구,30,개발자,33,남,2.0,53.0,15.0,9.0,21.0
3942,1087289,2066000,카카오뱅크 체크,40.0,광주 서구,20,기획,28,여,9.0,11.0,22.0,38.0,20.0
3943,2381343,1624000,KB 혜담카드,53.0,대전 유성구,30,영업,36,여,25.0,36.0,16.0,4.0,19.0
3944,2763979,1080000,NH 농협카드,69.0,서울 송파구,20,서비스직,28,남,27.0,22.0,6.0,9.0,36.0
3945,2725566,1676000,토스카드,80.0,서울 강동구,30,공무원,35,남,8.0,3.0,39.0,26.0,24.0
3946,2264160,1009000,토스카드,73.0,서울 송파구,20,마케팅,29,남,11.0,51.0,13.0,6.0,19.0
3947,2710680,2036000,토스카드,48.0,서울 서초구,30,생산직,31,여,20.0,18.0,28.0,12.0,22.0
3948,2289295,1493000,KB 혜담카드,45.0,경기 고양시,30,생산직,30,남,32.0,4.0,25.0,22.0,17.0
3949,3436265,1057000,우리 Young카드,79.0,부산 해운대구,30,디자이너,38,남,16.0,1.0,11.0,9.0,63.0
3950,3068560,1364000,우리 Young카드,63.0,서울 서초구,20,대학생,24,여,41.0,12.0,6.0,30.0,11.0
3951,2163593,1408000,신한 Deep카드,69.0,서울 성동구,20,간호사,27,남,46.0,8.0,8.0,13.0,25.0
3952,1935467,833000,씨티 Premier카드,55.0,부산 해운대구,30,회계,30,여,21.0,2.0,41.0,4.0,32.0
3953,2216699,628000,이마트 KB카드,76.0,서울 관악구,20,영업,27,남,44.0,7.0,29.0,7.0,13.0
3954,1137807,1676000,SSG 랜더스카드,66.0,서울 성동구,20,마케팅,23,남,31.0,10.0,31.0,11.0,17.0
3955,2668451,1179000,네이버페이 현대,40.0,경기 성남시,30,개발자,32,여,9.0,4.0,49.0,32.0,6.0
3956,2476137,1891000,우리 Young카드,48.0,서울 동작구,20,서비스직,23,남,8.0,49.0,4.0,38.0,1.0
3957,3337818,866000,SSG 랜더스카드,40.0,서울 송파구,30,프리랜서,35,여,38.0,34.0,14.0,9.0,5.0
3958,2403002,821000,하나 Simple카드,58.0,대전 유성구,30,디자이너,35,여,44.0,1.0,31.0,16.0,8.0
3959,2454242,963000,하나 Simple카드,71.0,서울 관악구,20,영업,28,남,45.0,16.0,3.0,4.0,32.0
3960,2069355,553000,신한 Deep카드,63.0,울산 남구,30,서비스직,36,여,12.0,1.0,38.0,0.0,49.0
3961,2750501,801000,SSG 랜더스카드,83.0,광주 서구,30,데이터분석가,30,남,12.0,0.0,0.0,44.0,44.0
3962,1487407,1158000,네이버페이 현대,48.0,서울 동작구,20,개발자,22,여,10.0,8.0,13.0,21.0,48.0
3963,2152605,1119000,우리 Young카드,54.0,경기 성남시,20,컨설턴트,21,남,3.0,37.0,13.0,11.0,36.0
3964,2097345,832000,하나 Simple카드,68.0,서울 관악구,20,간호사,25,여,22.0,27.0,1.0,20.0,30.0
3965,2399599,1124000,카카오뱅크 체크,59.0,울산 남구,20,연구원,28,남,23.0,28.0,3.0,22.0,24.0
3966,2563482,1546000,우리 Young카드,50.0,서울 송파구,30,공무원,32,남,40.0,5.0,10.0,35.0,10.0
3967,2541672,1379000,토스카드,78.0,경기 성남시,30,컨설턴트,31,여,24.0,6.0,9.0,36.0,25.0
3968,2333309,1122000,우리 Young카드,68.0,광주 서구,30,데이터분석가,34,여,13.0,12.0,42.0,18.0,15.0
3969,2084250,1081000,신한 Deep카드,57.0,대구 수성구,20,생산직,23,남,5.0,15.0,38.0,9.0,33.0
3970,3056253,1224000,현대 ZERO카드,42.0,경기 고양시,30,회계,34,남,10.0,8.0,10.0,2.0,70.0
3971,2270261,742000,이마트 KB카드,63.0,부산 해운대구,20,마케팅,23,여,23.0,19.0,5.0,15.0,38.0
3972,2630587,1458000,IBK 두드림카드,58.0,서울 성동구,20,서비스직,23,여,7.0,52.0,29.0,11.0,1.0
3973,2189678,1252000,네이버페이 현대,51.0,서울 서초구,20,데이터분석가,20,남,17.0,29.0,22.0,17.0,15.0
3974,2075057,1058000,삼성 taptap카드,55.0,부산 해운대구,20,디자이너,27,남,18.0,14.0,27.0,5.0,36.0
